_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
jamesda01,7-Oct-87,"Hobbs, New Mexico",0.7,41.5,0,66.7,39,8.5,3.8,3.4,0,41.5,University of Texas at Austin,24th overall,1st round,Atlanta Hawks,2010,7-Jun,"Nacogdoches in Nacogdoches, Texas",Damion James,Small Forward,Right,225lb
jamesge01,15-Feb-25,"Ironton, Ohio",1.1,33.4,,56.1,88,-,3.4,2.9,0.8,,Marshall University,,,,,4-Jun,"Stonewall Jackson in Charleston, West Virginia",Gene James,Forward,Right,180lb
jameshe01,29-Jul-65,"Centreville, Alabama",0.4,41.4,37.8,81,212,11.3,6.1,1.5,3.5,48.1,"South Plains College, St. Mary's University",,,,,8-Jun,"North Side in Fort Wayne, Indiana",Henry James,Power Forward and Small Forward,Right,220lb
jamesje01,17-Nov-75,"Tampa, Florida",0.3,48.5,0,61.7,358,10.6,4.3,3.1,2.9,48.5,Florida Agricultural and Mechanical University,36th overall,2nd round,Sacramento Kings,1998,Jul-00,"Pentacostal Christian Academy in Tampa, Florida",Jerome James,Center,Right,300lb
jamesle01,30-Dec-84,"Akron, Ohio",7.2,50.4,34.3,73.6,1198,27.6,27.2,7.4,226.6,54.1,,1st overall,1st round,Cleveland Cavaliers,2003,8-Jun,"Saint Vincent-Saint Mary in Akron, Ohio",LeBron James,Shooting Guard and Small Forward and Power Forward,Right,250lb
jamesmi01,23-Jun-75,"Copiague, New York",3.5,41.7,37.9,80.2,595,14,9.9,2.2,22.3,48.4,Duquesne University,,,,,2-Jun,"Amityville Memorial in Amityville, New York",Mike James,Point Guard,Right,188lb
jamesmi02,18-Aug-90,"Portland, Oregon",3.5,38.3,26.5,76.2,36,13.9,9.3,2.5,0.2,42.4,Lamar University,,,,,1-Jun,"Grant in Portland, Oregon",Mike James,Point Guard,Right,189lb
jamesti01,26-Dec-76,"Miami, Florida",0.3,32.9,33.3,65.2,43,6.3,1.6,1.1,0,33.5,University of Miami,25th overall,1st round,Miami Heat,1999,7-Jun,"Miami Northwestern in Miami, Florida",Tim James,Small Forward,Right,212lb
jamisan01,12-Jun-76,"Shreveport, Louisiana",1.6,45.1,34.6,72.4,1083,18.1,18.5,7.5,87.8,48.5,University of North Carolina,4th overall,1st round,Toronto Raptors,1998,8-Jun,"Providence in Charlotte, North Carolina",Antawn Jamison,Power Forward and Small Forward,Right,223lb
jamisha01,20-Nov-76,"Orangeburg, South Carolina",0.3,46,-,42.4,37,11.7,1.9,1.6,0.4,46,Clemson University,,,,,8-Jun,"Holy-Hill Roberts in Vance, South Carolina",Harold Jamison,Power Forward,Right,260lb
janisjo01,15-Mar-20,,0.7,28.8,,65.4,70,-,10.5,-,6,,Valparaiso University,,,,,3-Jun,,John Janisch,Forward/Guard,Right,200lb
janotho01,19-Oct-24,,0.4,30,,81.3,9,-,3.4,-,0.2,,Seton Hall University,,,,,3-Jun,,Howie Janotta,Forward,Right,185lb
jaricma01,12-Oct-78,"Belgrade, Serbia",3.6,40.4,34.4,73,447,12,7.1,2.7,12.1,45.3,,30th overall,2nd round,Los Angeles Clippers,2000,7-Jun,,Marko Jaric,Shooting Guard and Small Forward and Point Guard,Right,198lb
jarosto01,22-Feb-20,"Minneapolis, Minnesota",0.9,30.6,,70.2,242,-,5.4,2.1,8.5,,University of Minnesota,,,,,3-Jun,"Edison in Minneapolis, Minnesota",Tony Jaros,Forward/Guard,Right,185lb
jarviji01,3-Mar-43,"Roseburg, Oregon",1.2,37.4,32.6,80.3,125,10.2,5.8,1.9,0.9,39.5,Oregon State University,45th overall,6th round,San Francisco Warriors,1965,1-Jun,"Roseburg in Roseburg, Oregon",Jim Jarvis,Point Guard,Right,175lb
jasiksa01,5-Mar-76,"Kaunas, Lithuania",2.9,39.7,35.5,90.8,138,12.7,6.8,1.6,4.5,48.3,University of Maryland,,,,,4-Jun,"Solanco in Quarryville, Pennsylvania",Sarunas Jasikevicius,Shooting Guard and Point Guard,Right,195lb
jawaina01,10-Oct-86,"Sydney, Australia",0.5,43.5,0,68.4,45,10.2,2.8,2.4,0.2,43.5,Midland College,41st overall,2nd round,Indiana Pacers,2008,10-Jun,"Australian Institute of Sport in Canberra, Australia",Nathan Jawai,Power Forward and Center,Right,280lb
jeannbu01,15-Sep-17,"New Kensington, Pennsylvania",2.1,34.1,,78.1,139,-,7.2,-,15.7,,Washington & Jefferson College,,,,,11-May,"New Kensington in New Kensington, Pennsylvania",Buddy Jeannette,Guard,Right,175lb
jeelaab01,10-Feb-54,"Bells, Tennessee",1.1,47.3,0,80.2,143,17.2,9,3.5,5.4,47.3,University of Wisconsin-Parkside,,,,,8-Jun,"Washington Park in Racine, Wisconsin",Abdul Jeelani,Small Forward,Right,210lb
jeffech01,13-Feb-80,"Fresno, California",0.4,38.3,36.5,66.7,72,7.2,3.9,1.2,-0.5,44.9,"University of Arkansas, California State University, Fresno",27th overall,1st round,Los Angeles Lakers,2002,8-Jun,"Washington Union in Fresno, California",Chris Jefferies,Shooting Guard and Small Forward,Right,225lb
jeffeot01,5-Aug-85,"Chicago, Illinois",0.6,46,16.7,66.7,37,12.7,3.8,2.6,0.8,46.5,"University of Illinois at Chicago, Robert Morris University (IL)",,,,,5-Jun,"Hubbard in Chicago, Illinois",Othyus Jeffers,Shooting Guard,Right,200lb
jeffeal01,4-Jan-85,"Monticello, Mississippi",1.5,49.9,12.1,71.1,915,20.6,15.7,8.4,71,49.9,,15th overall,1st round,Boston Celtics,2004,10-Jun,"Prentiss in Prentiss, Mississippi",Al Jefferson,Power Forward and Center,Right,289lb
jeffeam01,7-May-93,"Philadelphia, Pennsylvania",0.3,62.5,-,87.5,12,21.1,2.3,1.8,0.4,62.5,Duke University,,,,,9-Jun,"Friends' Central in Wynnewood, Pennsylvania",Amile Jefferson,Power Forward,Right,222lb
jeffeco01,26-Dec-90,"Tacoma, Washington",0.3,44.4,12.5,58.3,58,13.2,3.5,2.8,0.9,45,Baylor University,60th overall,2nd round,San Antonio Spurs,2014,9-Jun,"Killeen in Killeen, Texas",Cory Jefferson,Power Forward,Right,218lb
jeffedo01,15-Dec-83,"Lithonia, Georgia",1.5,50,50,66.7,6,12.7,4.8,2,0.2,52.3,University of Arkansas,,,,,5-Jun,"Stephenson in Stone Mountain, Georgia",Dontell Jefferson,Shooting Guard,Right,195lb
jefferi01,21-Jun-80,"Los Angeles, California",2,46.4,37.6,76.8,1181,14.4,12.6,4,83,51.1,University of Arizona,13th overall,1st round,Houston Rockets,2001,7-Jun,"Moon Valley in Phoenix, Arizona",Richard Jefferson,Small Forward,Right,233lb
jeffrja01,25-Nov-81,"Bloomington, Indiana",1.3,42.6,25,58.3,629,9.6,4.8,4.1,13.1,44,Indiana University,11th overall,1st round,Washington Wizards,2002,11-Jun,"Bloomington North in Bloomington, Indiana",Jared Jeffries,Small Forward and Power Forward,Right,230lb
jenkich01,28-Feb-89,"Brooklyn, New York",1.9,43.4,18.2,75.4,110,10.7,3.7,0.9,0.5,43.9,Hofstra University,44th overall,2nd round,Golden State Warriors,2011,3-Jun,"Springfield Gardens in Queens, New York",Charles Jenkins,Point Guard and Shooting Guard,Right,220lb
jenkiho01,14-Oct-74,"Elizabeth, New Jersey",0.6,33.3,0,92.3,15,10.2,2.8,0.6,0,33.3,William Paterson University,,,,,1-Jun,"Elizabeth in Elizabeth, New Jersey",Horace Jenkins,Point Guard,Right,180lb
jenkijo01,6-Mar-91,"Nashville, Tennessee",0.8,44.1,36.7,84.7,171,11.7,5,1.5,3,52.4,Vanderbilt University,23rd overall,1st round,Atlanta Hawks,2012,4-Jun,"Station Camp in Hendersonville, Tennessee",John Jenkins,Shooting Guard,Right,215lb
jennibr01,23-Sep-89,"Compton, California",5.7,38.7,34.5,79.6,555,15.7,14.1,3,29.9,45.2,,10th overall,1st round,Milwaukee Bucks,2009,1-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Brandon Jennings,Point Guard,Left,170lb
jennike01,2-Nov-68,"Culpepper, Virginia",3.7,43.6,37.4,85.2,164,15.5,6.6,1.5,7.7,52,East Tennessee State University,,,,,7-May,"Culpepper in Culpepper, Virginia",Keith Jennings,Point Guard,Right,160lb
jentch01,11-Jan-70,"Orange, California",1.3,46.9,42.9,50,6,11.6,6.2,2.7,0.2,56.3,Ohio State University,,,,,7-Jun,"Sparta in Sparta, New Jersey",Chris Jent,Small Forward,Right,220lb
jepsele01,24-Jun-67,"Bowbells, North Dakota",0,33.3,0,65,52,8.8,1,1.3,0.1,33.3,University of Iowa,28th overall,2nd round,Golden State Warriors,1990,Jul-00,"Bowbells in Bowbells, North Dakota",Les Jepsen,Center,Right,237lb
jerebjo01,2-Mar-87,"Kinna, Sweden",0.8,45.7,36.3,77,635,13.2,6.2,4,25.8,52,,39th overall,2nd round,Detroit Pistons,2009,10-Jun,,Jonas Jerebko,Power Forward,Right,231lb
jerregr01,8-Jul-93,"Costa Mesa, California",0.4,26.9,6.7,100,8,1.5,2,1.1,-0.1,28.8,University of Arizona,40th overall,2nd round,Portland Trail Blazers,2013,10-Jun,"Lutheran in La Verne, California",Grant Jerrett,Power Forward,Right,235lb
jetereu01,2-Dec-83,"Los Angeles, California",2.6,40.9,20,90.2,62,11.1,4.1,1.1,0.7,42.1,University of Portland,,,,,11-May,"Junipero Serra in Gardena, California",Eugene Jeter,Point Guard,Right,175lb
jeterha01,17-May-45,,0,25,-,-,5,-15.2,0.4,0.2,0,25,Drake University,,,,,3-Jun,,Hal Jeter,Guard,Right,190lb
jianlyi01,27-Oct-87,"He Shan, China",0.7,40.4,33.3,78,272,11.2,7.9,4.9,3.1,42.3,,6th overall,1st round,Milwaukee Bucks,2007,Jul-00,,Yi Jianlian,Power Forward,Right,240lb
johnsbr01,8-Jul-79,"Salt Lake City, Utah",0.6,28.4,6.3,43.8,26,2.1,2.1,2.1,-0.7,29,University of Utah,,,,,10-Jun,"Murray in Murray, Utah",Britton Johnsen,Small Forward and Center,Right,210lb
johnsal01,8-Feb-83,"Albany, Georgia",0.3,51.7,-,67.2,102,11.4,4.3,2.7,1.5,51.7,Florida State University,45th overall,2nd round,Indiana Pacers,2006,9-Jun,"Dougherty Comprehensive in Albany, Georgia",Alexander Johnson,Power Forward,Right,240lb
johnsal02,22-Apr-96,"Williamsport, Pennsylvania",0.1,25,50,50,14,6.3,0.9,1.4,0,28.1,Missouri State,50th overall,2nd round,Indiana Pacers,2018,9-Jun,"St. John Neumann HS in Williamsport, Pennsylvania",Alize Johnson,Power Forward,Right,212lb
johnsam01,1-May-87,"Los Angeles, California",1.2,57,33.2,67.3,870,15.8,7,5.4,55.3,58.2,,56th overall,2nd round,Detroit Pistons,2005,9-Jun,"Westchester in Los Angeles, California",Amir Johnson,Center and Small Forward and Power Forward,Right,240lb
johnsan01,8-Nov-32,"Los Angeles, California",2.3,39.2,,60.5,292,11,9.8,4.1,7.9,,University of Portland,,,,,5-Jun,"North Hollywood in North Hollywood, California",Andy Johnson,Small Forward and Power Forward,Right,215lb
johnsan02,2-Oct-74,"Charleston, South Carolina",2.9,41.4,35.6,74.5,793,11.2,5.6,1.7,23.2,45.4,College of Charleston,39th overall,2nd round,Sacramento Kings,1997,3-Jun,"Stall in Charleston, South Carolina",Anthony Johnson,Point Guard and Shooting Guard,Right,190lb
johnsar02,23-Feb-89,"Chicago, Illinois",1.2,45.8,40,67.9,47,10.4,3.3,1,-0.1,47.9,"University of Nevada, Reno",34th overall,2nd round,Portland Trail Blazers,2010,3-Jun,"Hug in Reno, Nevada",Armon Johnson,Point Guard,Left,195lb
johnsar01,16-May-20,"Gonvick, Minnesota",2.2,41.8,,73.1,332,16,8.7,6.2,39.3,,Bemidji State University,,,,,5-Jun,,Arnie Johnson,Small Forward,Right,236lb
johnsav01,25-Mar-65,"New Orleans, Louisiana",5.5,47.9,14.5,70.6,1054,14.5,8.4,1.7,56.5,48.1,"Cameron University, Southern University and A&M College",,,,,10-May,"Saint Augustine in New Orleans, Louisiana",Avery Johnson,Point Guard,Left,175lb
johnsbj01,21-Dec-95,"Philadelphia, Pennsylvania",0,50,42.9,100,7,12.8,3.3,1.1,0.1,58.3,"Syracuse University, La Salle University",,,,,7-Jun,"Lower Merion HS in Ardmore, Pennsylvania",B.J. Johnson,Small Forward,Left,200lb
johnsbr02,27-Jun-94,"Orangeburg, South Carolina",0.1,44.9,0,60,21,18.1,2.2,1.6,0.1,44.9,University of North Carolina,25th overall,1st round,Los Angeles Clippers,2016,10-Jun,"Edisto in Cordova, South Carolina",Brice Johnson,Power Forward,Right,230lb
johnsbu01,3-Jan-64,"Birmingham, Alabama",1.7,48.8,11.3,73.8,505,11.9,9.1,3.5,20.8,48.8,University of Alabama,20th overall,1st round,Houston Rockets,1986,7-Jun,"Hayes in Birmingham, Alabama",Buck Johnson,Small Forward,Right,190lb
johnsca01,28-Jan-83,"New Orleans, Louisiana",1.5,31.4,26.7,33.3,15,8.9,1.8,0.6,0,37.1,University of Alabama at Birmingham,,,,,10-May,"Marion Abramson in New Orleans, Louisiana",Carldell Johnson,Point Guard,Right,180lb
johnsch01,31-Mar-49,"Corpus Christi, Texas",1.9,42.9,,75.6,521,12.5,8.1,2.5,13.4,,University of California,93rd overall,6th round,Golden State Warriors,1971,Jun-00,"Sequoia in Redwood City, California",Charles Johnson,Shooting Guard and Point Guard,Right,170lb
johnsch02,7-Sep-57,"New York, New York",0.2,40,-,60,9,9.4,3,1.6,0,40,Wichita State University,54th overall,3rd round,Golden State Warriors,1979,6-Jun,"Haaren in New York, New York",Cheese Johnson,Small Forward,Right,195lb
johnsch03,15-Jul-85,"Washington, District of Columbia",0.2,56.2,-,69.9,71,14.3,2.9,1.9,1.5,56.2,Louisiana State University,,,,,11-Jun,"Laurinburg Institute in Laurinburg, North Carolina",Chris Johnson,Center,Right,210lb
johnsch04,29-Apr-90,"Orlando, Florida",0.6,39.2,30.7,83.5,147,9.7,4.4,2,3.5,48,University of Dayton,,,,,6-Jun,"Brookhaven in Columbus, Ohio",Chris Johnson,Small Forward,Left,206lb
johnscl02,18-Jul-56,"Yazoo City, Mississippi",0.6,41,33.3,72.4,80,9.1,2.8,1.2,0.7,41.2,University of Missouri,110th overall,5th round,Portland Trail Blazers,1978,4-Jun,"Manual in Kansas City, Missouri",Clay Johnson,Shooting Guard,Right,175lb
johnscl01,12-Sep-56,"Monticello, Florida",1,49.2,0,62.1,761,12.7,5.4,4.6,25.5,49.2,Florida Agricultural and Mechanical University,44th overall,2nd round,Portland Trail Blazers,1978,10-Jun,"Florida A&M University High School in Tallahassee, Florida",Clemon Johnson,Center,Right,240lb
johnsda04,22-Sep-95,"Brooklyn, New York",0.3,56.4,-,55,31,16.4,1.8,1.1,0.6,56.4,University of Kentucky,48th overall,2nd round,Oklahoma City Thunder,2015,Jul-00,"Montverde Academy in Montverde, Florida",Dakari Johnson,Center,Right,255lb
johnsda02,26-Oct-65,"Flint, Michigan",0.1,41.7,0,100,11,9.7,1.1,0.2,0,41.7,Michigan State University,58th overall,3rd round,Golden State Warriors,1987,1-Jun,"Flint Central in Flint, Michigan",Darryl Johnson,Point Guard,Right,170lb
johnsda01,16-Nov-70,"Morgan City, Louisiana",0.3,36.5,20,66.3,59,7.5,3.5,1.1,-0.3,37.2,Syracuse University,26th overall,1st round,Portland Trail Blazers,1992,7-Jun,"Maine Central Institute in Pittsfield, Maine",Dave Johnson,Shooting Guard,Right,210lb
johnsde02,6-Oct-75,"Charlotte, North Carolina",0,33.3,-,-,5,0.5,1.2,1.4,-0.1,33.3,University of North Carolina at Charlotte,38th overall,2nd round,New York Knicks,1998,9-Jun,"North Mecklenburg in Charlotte, North Carolina",DeMarco Johnson,Power Forward,Right,245lb
johnsde01,18-Sep-54,"San Pedro, California",5,44.5,17.2,79.7,1100,14.6,14.1,3.9,82.6,44.8,Pepperdine University,29th overall,2nd round,Seattle SuperSonics,1976,4-Jun,"Dominguez in Compton, California",Dennis Johnson,Point Guard and Shooting Guard,Right,185lb
johnsde03,5-May-80,"Washington, District of Columbia",0.9,41.1,33.6,78.9,344,11,6.2,2.2,6.4,48.5,University of Cincinnati,6th overall,1st round,Atlanta Hawks,2000,9-Jun,"Maine Central Institute in Pittsfield, Maine",DerMarr Johnson,Shooting Guard and Small Forward,Right,201lb
johnsed01,17-Jun-44,"Atlanta, Georgia",1.1,47.4,33.3,55.4,166,14,12.3,10.2,8.5,47.4,Tennessee State University,34th overall,3rd round,Seattle SuperSonics,1968,8-Jun,"David T. Howard in Atlanta, Georgia",Ed Johnson,Center,Right,205lb
johnsed02,24-Feb-55,"Ocala, Florida",5.1,47.6,32.6,79.1,675,16,15.1,2.3,41,48.2,Auburn University,49th overall,3rd round,Atlanta Hawks,1977,2-Jun,"Lake Weir in Summerfield, Florida",Eddie Johnson,Shooting Guard,Right,180lb
johnsed03,1-May-59,"Chicago, Illinois",2.1,47.2,33.5,84,1199,15.9,16,4,65.6,48.9,University of Illinois at Urbana-Champaign,29th overall,2nd round,Kansas City Kings,1981,7-Jun,"Westinghouse in Chicago, Illinois",Eddie Johnson,Shooting Guard and Small Forward,Right,215lb
johnser01,7-Feb-66,"Brooklyn, New York",1.3,23.8,16.7,76.5,48,4.6,1.1,0.6,-0.4,24.4,"Baylor University, University of Nebraska",,,,,2-Jun,"Franklin D. Roosevelt in Brooklyn, New York",Eric Johnson,Point Guard,Right,205lb
johnser02,21-Dec-67,"New Orleans, Louisiana",0.5,50.5,20,60.5,845,12.2,4.1,6.1,37.8,50.6,University of New Orleans,23rd overall,1st round,Seattle SuperSonics,1993,11-Jun,"Block in Jonesville, Louisiana",Ervin Johnson,Center,Right,245lb
johnsfr01,23-Nov-58,"Weirsdale, Florida",4.2,43.9,21.8,76,596,12.7,8.3,1.7,17.2,44.5,Wake Forest University,11th overall,1st round,Washington Bullets,1981,1-Jun,"Lake Weir in Summerfield, Florida",Frank Johnson,Point Guard,Right,185lb
johnsge01,19-Jun-47,"Harleton, Texas",0.6,44.9,-,53.9,136,8.6,3.7,5,3,44.9,Stephen F. Austin State University,9th overall,1st round,Baltimore Bullets,1970,11-Jun,,George Johnson,Center,Right,245lb
johnsge02,18-Dec-48,"Tylertown, Mississippi",1,45.1,50,69.4,904,12.4,4.8,6.5,33,45.1,Dillard University,79th overall,5th round,Chicago Bulls,1970,11-Jun,"Gulledge in Tylertown, Mississippi",George Johnson,Center,Right,205lb
johnsge03,8-Dec-56,"Brooklyn, New York",1.8,46.3,18.9,77.9,464,14,9.1,5.6,14.1,46.5,St. John's University,12th overall,1st round,Milwaukee Bucks,1978,7-Jun,"New Utrecht in Brooklyn, New York",George Johnson,Small Forward and Power Forward,Right,210lb
johnsgu01,13-Dec-38,"Akron, Ohio",2.5,44,19,70,631,16.7,16.2,12.1,36.9,44,University of Idaho,10th overall,2nd round,Baltimore Bullets,1963,6-Jun,"Central in Akron, Ohio",Gus Johnson,Power Forward and Small Forward,Right,230lb
johnsha01,30-Jan-20,,0.4,20,,50,27,-,0.6,-,0.4,,Indiana State University,,,,,6-Jun,,Harold Johnson,Center,Right,240lb
johnsiv01,10-Apr-84,"San Antonio, Texas",0.6,51.7,15.8,66.2,125,15.1,6.5,3.9,4.5,51.9,"University of Oregon, California State University, San Bernardino",,,,,8-Jun,"Fox Tech in San Antonio, Texas",Ivan Johnson,Power Forward,Right,230lb
johnsja02,8-Feb-89,"Indianapolis, Indiana",0.2,44.6,-,66.7,36,11.4,3.2,1.6,0.2,44.6,Purdue University,27th overall,1st round,New Jersey Nets,2011,10-Jun,"Franklin Central in Indianapolis, Indiana",JaJuan Johnson,Power Forward,Right,221lb
johnsja01,20-Feb-87,"Cheyenne, Wyoming",2.1,47.7,30.5,69.5,602,14.5,7.9,3.6,23.5,51.4,Wake Forest University,16th overall,1st round,Chicago Bulls,2009,8-Jun,"Cheyenne East in Cheyenne, Wyoming",James Johnson,Power Forward and Small Forward,Right,240lb
johnsjo02,29-Jun-81,"Little Rock, Arkansas",3.9,44.1,37.1,80.2,1276,15.4,16,4,82.8,49.7,University of Arkansas,10th overall,1st round,Boston Celtics,2001,7-Jun,"Little Rock Central in Little Rock, Arkansas",Joe Johnson,Shooting Guard and Small Forward,Right,240lb
johnsjo01,18-Oct-47,"Carthage, Mississippi",3.8,44.6,0,77.9,869,14.1,12.9,5.5,37.1,44.6,University of Iowa,7th overall,1st round,Cleveland Cavaliers,1970,7-Jun,"Messmer in Milwaukee, Wisconsin",John Johnson,Small Forward,Right,200lb
johnska01,24-Jun-65,"Cincinnati, Ohio",0,33.3,-,-,4,-4.6,0.5,0,-0.1,33.3,Western Kentucky University,41st overall,2nd round,Cleveland Cavaliers,1987,9-Jun,"Taft in Cincinnati, Ohio",Kannard Johnson,Small Forward,Right,220lb
johnske01,7-Nov-62,"Tuskegee, Alabama",0.3,52.8,-,43.5,64,9.3,4.1,3.8,0.8,52.8,"University of Southern California, Michigan State University",28th overall,2nd round,Chicago Bulls,1985,8-Jun,"La Jolla in La Jolla, California",Ken Johnson,Power Forward,Right,240lb
johnske03,1-Feb-78,"Detroit, Michigan",0,40.5,-,33.3,16,6.1,2,2,0,40.5,Ohio State University,49th overall,2nd round,Miami Heat,2001,11-Jun,"Henry Ford in Detroit, Michigan",Ken Johnson,Center,Right,240lb
johnske02,4-Mar-66,"Sacramento, California",9.1,49.3,30.5,84.1,735,20.7,17.9,3.3,92.8,50.1,University of California,7th overall,1st round,Cleveland Cavaliers,1987,1-Jun,"Sacramento in Sacramento, California",Kevin Johnson,Point Guard,Right,180lb
johnsla01,28-Nov-54,"Morganfield, Kentucky",1.8,23.1,,0,4,8,1.5,1.3,-0.1,,University of Kentucky,24th overall,2nd round,Buffalo Braves,1977,3-Jun,"Union County in Union County, Kentucky",Larry Johnson,Shooting Guard,Right,205lb
johnsla02,14-Mar-69,"Tyler, Texas",3.3,48.4,33.2,76.6,707,16.3,16.2,7.5,69.7,50.5,"University of Nevada, Las Vegas",1st overall,1st round,Charlotte Hornets,1991,6-Jun,"Skyline in Dallas, Texas",Larry Johnson,Small Forward and Power Forward,Right,250lb
johnsle01,16-Jun-57,"Plummerville, Arkansas",0.1,28,-,60,12,0.8,1.4,1.8,-0.2,28,"University of Montana, East Texas State University",17th overall,1st round,Houston Rockets,1979,11-Jun,"Omaha South in Omaha, Nebraska",Lee Johnson,Power Forward,Right,205lb
johnsli01,13-Jun-80,"Chicago, Illinois",0.4,41.6,30.5,69.9,151,10.9,3.9,3.3,2.6,44.4,Tulane University,,,,,8-Jun,"Providence St. Mel in Chicago, Illinois",Linton Johnson,Small Forward and Power Forward,Right,205lb
johnsma02,14-Aug-59,"Lansing, Michigan",11.2,52,30.3,84.8,906,24.1,19.5,7.2,155.8,53.3,Michigan State University,1st overall,1st round,Los Angeles Lakers,1979,9-Jun,"Everett in Lansing, Michigan",Magic Johnson,Shooting Guard and Power Forward and Point Guard,Right,215lb
johnsma01,8-Feb-56,"Natchitoches, Louisiana",3.6,51.8,15.2,73.9,691,20.1,20.1,7,79.8,51.9,"University of California, Los Angeles",3rd overall,1st round,Milwaukee Bucks,1977,7-Jun,"Crenshaw in Los Angeles, California",Marques Johnson,Small Forward and Shooting Guard,Right,218lb
johnsmi01,31-Aug-52,"Chicago, Illinois",3,44.9,16.5,80,904,16.9,14.1,7.2,58.6,45,Aurora University,56th overall,4th round,Portland Trail Blazers,1974,10-Jun,"Lindblom in Chicago, Illinois",Mickey Johnson,Power Forward,Right,190lb
johnsne02,17-Apr-43,"Jackson, Michigan",1.7,47.9,16.7,67.3,380,14,6.9,5.3,12.6,47.9,Creighton University,15th overall,2nd round,Baltimore Bullets,1966,7-Jun,"George Washington in New York, New York",Neil Johnson,Power Forward,Right,220lb
johnsni01,22-Dec-92,"Tempe, Arizona",0.4,34.7,23.8,68,28,4.8,2.6,1.4,-0.1,38,University of Arizona,42nd overall,2nd round,Houston Rockets,2014,3-Jun,"Findlay Prep in Henderson, Nevada",Nick Johnson,Shooting Guard,Right,202lb
johnsol01,11-May-49,"Philadelphia, Pennsylvania",1.8,49.6,15,82.7,690,12.8,7.7,3.3,27,49.6,Temple University,30th overall,2nd round,Portland Trail Blazers,1972,6-Jun,"South Philadelphia in Philadelphia, Pennsylvania",Ollie Johnson,Small Forward,Right,200lb
johnsom01,26-Nov-89,"Kingston, Jamaica",1.8,42.9,33.3,-,4,10.5,5.5,2.8,0.1,52.4,Oregon State University,,,,,9-Jun,"Dorsey in Los Angeles, California",Omari Johnson,Power Forward,Right,220lb
johnsor01,11-Mar-89,"Monterey, California",0.7,35.8,31.1,72.7,103,8.5,3.2,1.7,1.4,43,"Loyola Marymount University, University of California, Santa Barbara",36th overall,2nd round,Sacramento Kings,2012,5-Jun,"Palma in Salinas, California",Orlando Johnson,Shooting Guard,Right,220lb
